Function	Provider	MEASURE	Measure	LOCATION	Country	Year	Unit Code	Unit	Value
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.02
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.014
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.479
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.482
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.463
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.446
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.443
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.449
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.47
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.471
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	2.68
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	2.699
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	2.791
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	2.862
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	2.847
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	2.933
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	3.006
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	3.086
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2010	PC	Percentage	7.783
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2011	PC	Percentage	7.692
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2012	PC	Percentage	7.77
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2013	PC	Percentage	7.498
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2014	PC	Percentage	7.498
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2015	PC	Percentage	7.368
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2016	PC	Percentage	7.309
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2017	PC	Percentage	7.187
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2018	PC	Percentage	7.4
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.938
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.932
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.948
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.959
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.953
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	1.011
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	1.062
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	1.041
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.201
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.188
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.204
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.179
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.139
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.14
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.138
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.043
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.045
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.044
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.045
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.047
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.049
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.049
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.032
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	1.314
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	1.279
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	1.361
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	1.364
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	1.445
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	1.463
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	1.489
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	1.485
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.785
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.778
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.786
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.791
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.82
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.843
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.856
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.822
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.02
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.019
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.019
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.015
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.015
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.017
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.016
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.017
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.378
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.396
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.409
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.474
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.51
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.537
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.563
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.599
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	1.646
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	1.657
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	1.523
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	1.384
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	1.047
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	1.048
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	1.018
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.15
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.146
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.137
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.143
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.141
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.146
